"YLD_BE_BLUP","AGSPP_BLUP","IEMERG_BLUP","LDSR_CERCZM_BLUP","SRSR_COLLGR_BLUP","LDSR_CORBNE_BLUP","ERSR_GIBBFU_BLUP","ERSR_GIBBZE_BLUP","LDSR_NLBR1_BLUP","LDSR_PUCCPY_BLUP","LDSR_TARSC_BLUP","Index","group","RM"
0,-2.888242455,0,0,0,-4.229245764,0,0,-2.068192411,-0.193434501,-1.115301611,"index_1527","J","Humid continental a"
0,-5.605614524,0,0,-0.25346184,-4.602725336,0,0,0,-0.211683039,0,"index_1528","A","Humid continental b"
0,0,0,-0.120655528,0,0,-0.275523094,0,-0.282692013,0,0,"index_1529","B","Humid continental b"
1.002967848,-1.743207027,0,-3.859395326,0,0,0,0,-7.432656316,0,-7.124485855,"index_1530","G","Mid-latitude steppe"
0,-2.085358239,0,-2.351914172,-0.861358121,0,0,0,0,0,0,"index_1531","H","Humid continental b"
0.587913091,-1.398499328,5.110301373,-1.957097679,0,-6.212782804,0,0,-0.381013392,0,0,"index_1532","J","Mid-latitude steppe"
0,-2.08949497,0,0,-0.11127593,0,0,-2.174544954,0,0,0,"index_1533","I","Sub-arctic"
0,-2.602730459,0,0,-0.049455969,0,0,0,0,-4.44809041,0,"index_1534","F","Mediterranean b"
1.403457559,-2.856364902,5.860228284,-0.141987416,0,0,-0.380249317,-2.040964547,-0.644087317,0,-6.463688936,"index_1535","G","Humid subtropical"
0,-2.953383541,0,0,-0.943784736,0,0,0,0,0,0,"index_1536","D","mid-latitude desert"
0,-2.310810048,5.286375602,0,0,0,0,0,-9.044314923,-0.037956959,0,"index_1537","C","Mid-latitude steppe"
0,-3.66363356,0,0,0,-0.540101804,0,-1.733148824,0,0,-0.537875954,"index_1538","D","Mediterranean b"
0,0,0,0,0,0,0,0,-6.591790956,0,0,"index_1539","F","Subtropical dessert"
0,0,0,0,0,0,-0.148882056,-2.697250898,0,0,-2.808028878,"index_1540","J","Mid-latitude steppe"
0,0,4.575889528,-9.370009328,0,0,0,0,0,0,-0.672344943,"index_1541","D","Humid subtropical"
0,-4.986930323,5.872083662,-0.095955447,-0.317342466,-2.098681296,0,-0.191600356,0,0,0,"index_1542","F","Humid continental b"
0,-5.181701275,0,-4.455491805,0,-16.02630213,-0.52957011,0,0,-0.297406436,-5.699052502,"index_1543","D","Subtropical steppe"
0,-4.958287536,5.683228499,-7.460222726,-0.793356164,0,-0.497749727,-0.110170205,0,-8.34081378,-0.498326252,"index_1544","D","Sub-arctic"
0,-2.114315352,0,0,0,0,0,-1.889960607,-0.19183808,-8.812343145,0,"index_1545","B","Sub-arctic"
0,-2.276682022,0,-1.657994275,0,0,0,-1.216705971,-5.295456859,0,-3.980980514,"index_1546","B","Humid subtropical"
0,-3.251177426,0,0,0,0,0,0,0,0,0,"index_1547","D","Mediterranean b"
0,-4.230760744,0,-0.073463775,0,0,0,0,0,-12.49884545,0,"index_1548","G","Humid continental b"
0,-2.835575193,0,-0.112235046,0,-3.458944148,0,-1.762188043,0,0,-0.276847918,"index_1549","J","Humid continental b"
0,-2.638765954,0,-5.29579791,0,-1.072487868,-0.130525268,-0.230604714,0,0,0,"index_1550","F","Mid-latitude steppe"
0,0,0,0,-0.383283757,-2.922067263,0,0,0,-3.142927196,-4.462418269,"index_1551","H","Subtropical dessert"
0,-2.112246987,5.712504532,-11.05062154,0,-3.353903018,0,-0.562947979,0,-3.331450771,0,"index_1552","B","Mid-latitude steppe"
0,-2.541747314,0,0,0,-0.717563825,0,-0.031477201,0,-0.143798478,-5.312014307,"index_1553","I","Humid continental b"
0,-3.549062412,0,-1.215321237,0,-18.21767052,0,0,-7.152367863,0,0,"index_1554","G","Equatorial monsoon"
0,-4.70623101,0,0,0,0,-0.867388817,-0.781650399,0,0,-5.982251181,"index_1555","G","mid-latitude desert"
0,-3.337105787,4.963405684,-0.377831707,-0.035031311,-3.102971431,0,0,-0.341187011,0,-2.966227688,"index_1556","D","Mid-latitude steppe"
0,0,0,-0.068902299,0,0,-0.119598608,0,-4.054398963,-0.880644292,0,"index_1557","F","mid-latitude desert"
0,0,5.569377258,-0.008162642,-0.984998043,-1.172792489,-0.180188737,-0.442288597,0,0,0,"index_1558","G","Mid-latitude steppe"
0,-1.949880318,0,0,-0.690322896,0,-0.356872273,-0.138910258,0,-9.155273593,0,"index_1559","J","Mediterranean b"
0,-4.396888909,0,-0.047295306,0,0,0,-1.675070386,-0.708598744,-0.304479709,0,"index_1560","D","Humid subtropical"
0,-1.869214074,5.129255656,0,0,0,-0.127028737,0,-5.06772249,0,0,"index_1561","H","Humid subtropical"
0,-4.5057315,0,-0.010323341,0,0,0,-3.27803528,0,0,-7.908002201,"index_1562","D","Humid continental a"
0,-2.133964822,0,-0.068422144,0,-0.493807364,0,-0.800207271,-1.49011737,-0.290333164,0,"index_1563","E","Humid subtropical"
0,0,5.131624941,-0.075465607,0,0,0,0,0,0,0,"index_1564","D","Humid continental a"
0,-2.677573409,4.44879106,0,-0.632624266,0,0,0,0,0,0,"index_1565","B","Mid-latitude steppe"
0,0,0,0,0,0,0,0,0,0,0,"index_1566","J","Humid subtropical"
0,0,0,-0.148162437,0,-21.17125401,-0.082010899,-0.167650312,-0.137076805,0,0,"index_1567","H","mid-latitude desert"
0,-0.160685318,0,0,0,0,0,0,0,0,-3.401274416,"index_1568","B","Humid continental b"
0,-2.818943427,0,0,0,-2.852039843,0,0,0,-5.640236507,0,"index_1569","C","Humid subtropical"
0,-1.433753525,0,-0.085570186,0,0,-0.048356788,0,0,0,0,"index_1570","E","Subtropical dessert"
0,-2.70390704,5.844985654,-0.00936303,0,0,-0.120909807,-3.063145059,-0.160723719,0,-8.172320968,"index_1571","I","Humid subtropical"
0,-1.961256326,6.11088486,-0.123462355,0,0,-0.197843248,0,0,0,0,"index_1572","D","Humid continental b"
0,0,4.756908557,0,-0.523409002,0,0,-1.074436613,0,0,-0.878003396,"index_1573","D","Mid-latitude steppe"
0,0,5.084239235,0,0,0,-0.074580771,0,-6.399092644,-0.449088833,0,"index_1574","F","Mediterranean b"
0,-3.15379195,0,0,0,0,0,0,-6.924633494,-0.938651546,-1.542438398,"index_1575","G","Subtropical steppe"
0,-1.684450033,5.020268532,0,0,0,-0.404856733,-0.561476523,0,-7.097690908,0,"index_1576","F","Humid subtropical"
0,0,0,-0.222297937,0,0,0,-0.798145397,-0.224197015,0,-3.567383166,"index_1577","F","Humid subtropical"
0.926225357,0,0,0,0,0,0,0,-3.328099552,-7.440621356,0,"index_1578","G","Humid subtropical"
0,0,0,-7.969499153,0,0,0,0,0,-0.397218169,0,"index_1579","F","mid-latitude desert"
0,-2.111212805,0,0,0,0,-0.082885032,0,0,-1.098171494,0,"index_1580","J","Subtropical steppe"
0,-2.186708135,0,0,0,0,0,-0.502618288,0,-0.183945261,0,"index_1581","F","Subtropical steppe"
0,-2.738556554,0,0,0,-0.841015666,-0.420851553,-2.557862646,-8.378629846,-15.67095209,0,"index_1582","E","Humid continental b"
0,-2.277716205,0,0,0,0,0,-0.047900089,0,-3.302447144,0,"index_1583","G","Humid continental b"
0,-0.521061549,0,-1.981025951,0,0,-0.315069197,0,0,-0.425511258,0,"index_1584","E","Humid continental b"
0.911189377,-3.801118938,0,0,0,-3.038779629,0,0,-0.117163614,-2.939901807,0,"index_1585","E","mid-latitude desert"
0,0,0,0,0,-19.26571628,-0.315775378,-0.827011643,0,0,-3.385454535,"index_1586","A","Humid continental a"
0,-2.167058665,0,-0.113919142,0,-3.639848315,-0.372251907,0,-0.601079699,0,-2.285972805,"index_1587","E","Subtropical steppe"
0,0,0,-0.158547698,-0.521348337,0,0,0,0,0,0,"index_1588","E","Subtropical steppe"
0,-0.50931015,5.152948509,0,-0.424497065,0,0,0,0,-0.21241298,-0.332217501,"index_1589","J","Mid-latitude steppe"
0,0,4.564335122,0,0,0,0,-0.268656803,0,-0.369710998,0,"index_1590","D","Humid subtropical"
0,-4.236489302,0,-6.874554834,0,-10.1667736,0,0,0,0,-2.357162269,"index_1591","C","Subtropical steppe"
0.57294206,0,0,-7.893107689,-0.731536204,0,0,-0.664478434,0,-0.097812163,0,"index_1592","B","Humid subtropical"
0,0,5.520583869,0,0,-1.149645269,0,-0.857939764,-0.393209545,-7.955017027,-1.368419707,"index_1593","H","Subtropical dessert"
0,0,5.240835105,-0.054977793,0,-20.59959269,0,-0.642406596,0,-0.313124819,-1.771826672,"index_1594","I","Mid-latitude steppe"
0.885413411,-5.445214916,6.000799201,-0.062900357,-0.890207436,0,0,0,0,-0.102921753,0,"index_1595","A","Subtropical steppe"
0,0,0,0,0,-20.88542335,0,-0.384901818,0,0,0,"index_1596","A","Humid subtropical"
0,-1.951948683,0,0,0,0,-0.464529716,0,-7.555282514,0,-0.071189465,"index_1597","F","Mid-latitude steppe"
1.071859351,0,6.082093226,0,0,0,-0.492828244,0,0,0,0,"index_1598","J","mid-latitude desert"
0,-3.537605297,0,0,0,0,-0.414699699,-0.084167299,-0.587938482,-0.448302914,-5.227054703,"index_1599","H","mid-latitude desert"
0,0,0,0,0,-0.216040722,0,0,0,0,-0.355947323,"index_1600","F","Humid subtropical"
0,-2.599958498,0,-0.071783231,-0.71092955,-3.073793339,0,0,-0.487587373,0,0,"index_1601","C","Humid continental a"
0.703938575,0,0,0,0,-8.261235867,-0.269873651,0,0,0,0,"index_1602","I","Humid subtropical"
0,-1.868179891,5.624676432,-0.082482675,-0.564622309,0,0,0,-6.626827012,0,0,"index_1603","G","Subtropical steppe"
0,0,0,-0.124585086,0,0,-0.131399401,0,0,0,0,"index_1604","F","Mediterranean b"
1.244472117,-4.540102845,0,0,0,0,0,0,-2.868604007,-0.735626157,-7.955201981,"index_1605","B","Mediterranean b"
0,-1.94677777,5.985556572,0,0,0,-0.406087104,0,-2.349818713,0,0,"index_1606","E","Subtropical dessert"
0,-2.426710927,0,0,0,0,0,0,-8.693954356,-2.055291184,-1.858836018,"index_1607","A","Mediterranean b"
0,-4.803616486,0,-2.627089303,0,0,0,0,0,-6.969091991,0,"index_1608","J","Equatorial monsoon"
0.912621375,-2.337698796,5.895794419,-0.040813208,0,0,0,0,0,0,0,"index_1609","F","Equatorial savanna w"
0,-0.732586728,0,-0.048495695,0,0,0,0,-0.527011023,0,0,"index_1610","C","Humid continental b"
0,-0.152851052,0,-0.147601071,0,0,0,-0.85175414,0,0,0,"index_1611","I","Subtropical steppe"
0,-2.526501528,5.100824232,-4.048070663,0,-2.407310898,-0.105175418,-3.179301935,0,-0.356350373,0,"index_1612","H","Humid continental b"
0.688967545,-5.697271443,0,0,-0.912874755,0,-0.465760087,-1.948039046,0,0,-7.728643037,"index_1613","I","Humid continental b"
0.976728468,-1.602190241,0,0,0,-1.535432272,0,0,0,-17.12840649,0,"index_1614","B","Mid-latitude steppe"
0,0,5.189672431,0,0,-1.32710729,0,-0.203917522,-7.064777721,-0.346919343,0,"index_1615","E","Humid subtropical"
0,-2.841119116,5.605159076,0,0,0,0,-2.708866586,0,0,0,"index_1616","G","Humid subtropical"
0,0,4.529671903,0,0,0,-0.257868583,0,-0.412324042,0,0,"index_1617","A","Humid subtropical"
0,0,0,0,0,-3.517300331,0,0,0,-3.403959839,0,"index_1618","H","mid-latitude desert"
0,0,0,0,0,-5.545844597,-0.426388222,0,-0.614220915,0,0,"index_1619","C","Mediterranean b"
0,0,5.135178869,-7.816716225,0,0,-0.975422211,0,-1.238135942,-1.460716832,-4.141459765,"index_1620","G","Humid continental a"
0,-5.651442983,0,0,0,0,0,-1.179592226,0,0,0,"index_1621","H","Subtropical steppe"
0,-0.791343722,0,0,0,0,-0.42392748,-0.853816015,0,-15.0279575,0,"index_1622","F","Humid subtropical"
0,0,0,-10.43948983,0,0,0,0,0,0,0,"index_1623","E","Subtropical steppe"
0,-2.356025919,0,0,0,-4.38097184,0,0,0,-11.21285628,0,"index_1624","I","Humid continental a"
0,-1.0146203,0,-0.044894529,0,0,0,-3.144454872,-3.505968796,0,0,"index_1625","J","mid-latitude desert"
0,-1.179139883,0,0,-0.160731898,0,0,0,0,0,-2.705199651,"index_1626","J","Mediterranean b"
0,-2.314946779,0,0,-0.82632681,-1.37340173,0,-0.203233235,-0.6309461,0,0,"index_1627","C","Humid continental b"
0,-5.067130127,0,-3.823502918,-0.323524462,0,0,-0.536461773,0,0,-2.863398461,"index_1628","I","Subtropical steppe"
0,0,4.907115837,-0.090622475,0,0,0,-3.208341154,-7.485210401,0,0,"index_1629","A","Humid continental a"
0,0,0,-0.128514645,0,0,0,0,0,0,0,"index_1630","I","Humid continental a"
0,0,0,0,0,0,-0.411623772,0,-0.568823985,0,0,"index_1631","B","Humid subtropical"
0,0,0,0,0,-14.16840284,-0.110857281,0,-3.446679048,0,0,"index_1632","E","Mid-latitude steppe"
0,0,0,-0.162477256,0,-17.26490166,-0.838236949,0,0,-0.124090057,0,"index_1633","H","Humid subtropical"
0,-2.58055477,0,0,0,-11.21481935,0,-0.398144921,0,0,-6.907366867,"index_1634","I","mid-latitude desert"
0,-2.5070978,0,-0.103814564,-0.805720157,-1.095635088,-0.504516766,0,0,0,0,"index_1635","I","Humid subtropical"
0,0,0,-0.005761865,0,-14.50187194,-0.819373976,0,0,0,0,"index_1636","A","mid-latitude desert"
0,-2.464132403,0,-0.999966787,0,-12.50105732,0,-1.041446617,0,0,0,"index_1637","I","mid-latitude desert"
0,-4.454174483,0,0,0,0,-0.735348003,-2.691443054,0,0,-1.059932027,"index_1638","C","Sub-arctic"
0,-5.324915211,0,-4.761057661,0,0,0,-0.104011622,-0.210506696,-1.591233153,0,"index_1639","C","Mediterranean b"
0.951309068,-0.560232878,0,0,0,0,0,-0.570305258,0,0,0,"index_1640","B","Sub-arctic"
0,-2.151545926,5.973701193,-2.220308674,-0.56874364,0,0,-0.28778573,0,-8.940942063,0,"index_1641","A","mid-latitude desert"
0,0,0,0,-0.74183953,-2.044671115,0,0,0,-0.66311709,0,"index_1642","G","Humid continental a"
0,-1.877487535,0,0,0,-5.260013937,0,0,0,0,0,"index_1643","I","Humid continental b"
1.230844793,-2.440570733,5.201800394,0,0,0,-0.422081924,0,-4.691763752,0,0,"index_1644","C","Humid subtropical"
0,-0.419216092,0,-1.933169406,-0.364737769,0,-0.467605643,-0.545290508,-0.179392336,0,-7.643683434,"index_1645","H","Mid-latitude steppe"
0,-5.54832895,0,0,-0.875782779,0,0,-1.26825284,0,0,0,"index_1646","I","Subtropical dessert"
0,0,0,0,-0.680019569,0,-0.417775626,-1.418769697,0,-0.245535772,0,"index_1647","F","Humid continental b"
0,-2.504325839,0,0,0,0,-0.658181293,0,0,0,0,"index_1648","E","Humid continental b"
0.971808584,-2.033649109,5.042776742,0,-0.014424658,0,-0.199961789,-1.365160954,0,0,0,"index_1649","I","Humid subtropical"
0,-2.265306013,0,0,0,-2.82869737,-0.37594302,-2.162929267,0,-3.606985227,-6.038890917,"index_1650","A","Mediterranean b"
0,0,0,-0.073703853,0,-13.69201841,-0.419005997,0,-0.105962445,0,0,"index_1651","B","Humid subtropical"
0,-1.441587791,0,-0.156021553,0,0,0,0,-0.629751444,0,-4.962735936,"index_1652","E","Humid continental a"
0,-3.589162314,5.1221478,0,-0.408011742,0,0,-0.088273021,0,0,-0.806813931,"index_1653","G","Humid subtropical"
0.969348642,-0.266447907,0,0,0,-3.085464576,0,0,-0.338697862,0,0,"index_1654","H","mid-latitude desert"
0,0,5.679975606,-0.074184008,0,0,-0.481139721,0,0,0,-7.41712449,"index_1655","F","Humid continental a"
0,0,0,0,0,0,0,0,0,-0.325699526,-4.113139897,"index_1656","E","Humid subtropical"
0,-4.734873797,0,-0.02400777,0,0,0,-1.307428461,0,0,0,"index_1657","I","Mid-latitude steppe"
0,-1.210476947,0,0,-0.096851272,0,0,-0.829073518,0,0,0,"index_1658","G","Subtropical steppe"
0,0,0,0,0,0,-0.100367687,0,0,0,0,"index_1659","C","mid-latitude desert"
1.090029116,-0.920609109,0,0,0,-11.35773468,-0.526140479,0,-3.150230309,-0.379142028,0,"index_1660","B","Humid continental b"
0,0,0,0,0,0,-0.403626362,0,-5.628299397,0,-2.293882745,"index_1661","F","Sub-arctic"
0,-5.37074367,0,0,0,0,0,0,-5.383047,-6.068899566,0,"index_1662","A","Humid continental b"
0,-3.113692048,0,-3.177439566,-0.762446184,-8.30887431,-0.10604955,-1.200210973,0,0,0,"index_1663","G","Humid continental b"
0,-2.929821872,0,0,0,0,-0.802225818,0,0,0,-8.28560044,"index_1664","J","Mid-latitude steppe"
0,-2.484922111,0,-8.275065009,0,0,-0.513129362,-0.38048745,-7.222439976,0,0,"index_1665","E","Subtropical steppe"
0,0,0,-3.057798204,0,0,0,-1.204334723,0,0,0,"index_1666","E","Mediterranean b"
0,-2.691433215,0,-0.087534965,0,-0.100304621,0,0,-4.617651567,0,-3.804681381,"index_1667","J","Humid subtropical"
0,-2.012965457,0,-0.082201993,0,-2.75866995,0,-0.791959772,-0.049956595,0,0,"index_1668","B","Subtropical dessert"
0,0,0,-0.026888702,0,-2.561625699,-0.671899819,0,0,-0.119710408,0,"index_1669","J","Mid-latitude steppe"
0,0,0,0,0,-1.898072054,-0.208435954,0,0,0,-4.301939017,"index_1670","H","Subtropical steppe"
0,0,0,0,0,0,-0.138829529,-0.234813318,0,0,0,"index_1671","F","Mediterranean b"
0,0,5.939828683,0,0,0,-0.466990457,0,-5.27793883,0,0,"index_1672","A","Subtropical steppe"
0.883265413,-2.240485631,0,0,0,0,0,0,-8.956724781,-0.189054852,0,"index_1673","F","Subtropical steppe"
0,-5.261901079,5.171902791,-0.011523729,0,0,0,-1.125983482,-0.71576668,0,0,"index_1674","F","Mid-latitude steppe"
0,-4.110461038,0,0,0,0,0,-0.965157252,0,0,0,"index_1675","A","Mid-latitude steppe"
0,0,6.102416732,0,-0.150428571,-6.59389035,0,0,0,0,-5.595212986,"index_1676","C","Mediterranean b"
0,-1.645278704,0,-2.662981711,-0.206066536,-13.97784907,-0.853670291,0,0,0,0,"index_1677","B","Equatorial rainforest"
0,-3.188163294,0,0,0,-1.34253877,-0.043111991,-0.586491273,0,0,0,"index_1678","E","Mid-latitude steppe"
0,-0.372210497,5.55961858,0,0,0,0,-0.097853039,-0.713377368,-0.407435118,0,"index_1679","A","Mid-latitude steppe"
0,-3.709462019,6.048220716,0,0,0,0,-1.278562214,0,-11.68438564,0,"index_1680","A","Humid subtropical"
0,-2.741328515,0,0,-0.478074364,-4.275930711,0,-1.138354731,-0.705014776,-0.017518596,0,"index_1681","F","Mediterranean b"
0,-1.99435017,0,-0.048015539,0,0,-0.507592693,0,0,0,0,"index_1682","B","Subtropical steppe"
0,-2.064674587,0,-4.277245055,0,0,-0.089441028,-0.794021647,0,-0.353206696,-0.015819881,"index_1683","D","Subtropical dessert"
0,0,0,0,-0.387405088,-0.084873141,-0.834807318,0,0,-0.002919766,0,"index_1684","H","Sub-arctic"
0,-1.990213439,5.072392808,-0.10549866,0,-2.723656241,0,0,-0.473251501,0,0,"index_1685","I","Mediterranean b"
0,0,4.402573436,-6.823627192,-0.245219178,-10.97662714,0,-0.224446132,-0.516259119,-16.27108038,0,"index_1686","A","Humid subtropical"
1.203590146,-2.411465141,0,0,-0.896389432,0,0,0,-1.312248127,0,0,"index_1687","E","Mid-latitude steppe"
0,0,0,0,-0.877843444,-4.392643077,0,-0.459946067,0,-0.197084208,-7.020646339,"index_1688","F","Humid continental a"
1.262641881,-3.062135031,0,-0.045134607,0,-1.944366495,-0.145822591,0,-7.450174344,-4.390083156,0,"index_1689","E","Humid continental a"
0,-5.68008577,5.598653291,-0.135251031,0,-13.40618775,0,-2.999258777,0,0,-1.233950718,"index_1690","E","mid-latitude desert"
0,-2.015033822,0,-0.083886089,0,-18.12239364,-0.451610823,-0.963095377,-8.431183931,0,-3.179796082,"index_1691","I","Sub-arctic"
0,-2.809241563,5.087793163,0,0,0,0,0,0,0,0,"index_1692","H","Subtropical steppe"
0,0,0,-5.626827587,-0.597592955,0,-0.277641635,-0.210076105,0,0,0,"index_1693","F","Mediterranean b"
0,-2.130862274,0,0,0,0,0,-0.22034041,0,0,0,"index_1694","A","Humid subtropical"
0.853648877,-1.960222144,0,0,0,0,0,-1.187839725,0,0,-4.377458665,"index_1695","J","Subtropical dessert"
0,-2.781521951,0,-0.108866853,-0.193702544,-4.369300604,0,-1.198149099,0,-0.064964795,-0.6248853,"index_1696","B","Humid subtropical"
0,0,0,0,0,0,0,-0.327515039,-0.49475531,-0.175915905,-6.964006603,"index_1697","I","Mediterranean b"
0,0,0,0,0,-17.40781699,-0.037430128,-1.006394747,0,-17.68566847,0,"index_1698","B","Sub-arctic"
0,-3.262634541,0,0,0,0,-0.718199845,-2.749521492,-7.239958004,-0.332772798,-3.820501262,"index_1699","J","mid-latitude desert"
0,0,5.039222814,-0.115603239,0,-2.214417397,-0.313656837,0,0,-0.222744117,-2.776389116,"index_1700","B","Subtropical dessert"
0,-4.580202747,0,0,-0.531651663,-20.79014646,0,0,0,-0.018978479,0,"index_1701","A","Humid subtropical"
0,-3.99588989,0,0,-0.191641879,0,0,-2.313933206,-3.120585435,-0.025547953,0,"index_1702","F","Subtropical steppe"
0,0,5.12688637,0,0,0,0,-3.225764685,-1.000976951,-2.780381859,0,"index_1703","I","Equatorial monsoon"
0,-2.755188321,0,-0.073943931,0,-4.497684207,0,-0.151911711,0,0,-6.728007704,"index_1704","A","Subtropical steppe"
0,-1.582604577,0,0,0,0,-0.358717829,-0.045162941,0,0,0,"index_1705","J","Mid-latitude steppe"
0,0,5.302640065,0,0,-0.925888807,-0.314363017,-0.626220581,0,0,0,"index_1706","H","Humid subtropical"
0,0,4.914818774,-0.060979735,0,0,-0.711340582,-0.89505351,-2.957538629,0,0,"index_1707","E","Humid subtropical"
0.896153397,-2.305639135,0,-2.555304486,0,0,0,-0.115644501,-1.416005185,0,0,"index_1708","B","Humid continental a"
0,-2.694205176,5.676722714,-10.18485161,0,0,-0.231739908,-1.576337041,0,0,0,"index_1709","I","Humid continental b"
0,0,0,-5.244870267,-0.313221135,0,0,0,0,0,-0.007909941,"index_1710","F","Sub-arctic"
0,0,0,0,0,-6.87972101,-0.056661049,0,-4.158156022,0,0,"index_1711","J","Mediterranean b"
0,-2.612432323,0,0,0,0,-0.769644318,-1.657646855,-8.588846186,-0.285617649,-2.562820722,"index_1712","F","Mediterranean b"
0,-2.932593833,5.003683534,0,-0.041213307,-16.93143255,-0.332723708,0,0,0,-8.295040396,"index_1713","I","Sub-arctic"
0,0,0,-3.201367838,-0.05769863,-17.83656298,-0.078514368,0,0,-0.236890661,0,"index_1714","C","Humid subtropical"
0,-2.429482889,4.225405875,0,0,0,0,0,0,-7.226289826,0,"index_1715","I","mid-latitude desert"
0,-2.810627543,0,-3.332973336,-0.700626223,0,0,0,0,0,-2.452081555,"index_1716","C","Humid continental b"
0,-0.219442312,0,0,0,-0.748426786,0,-1.791227262,-6.469164757,0,0,"index_1717","C","Mediterranean b"
0,0,0,0,0,0,0,0,0,-17.21413911,0,"index_1718","H","Mid-latitude steppe"
0.902597388,-1.751041293,4.406424904,-0.06362059,0,0,0,-1.128045357,0,-12.92750851,0,"index_1719","F","Humid subtropical"
0,-1.508179051,0,-0.129637376,0,0,0,-0.783712273,-0.139565954,-2.809385486,-8.096801321,"index_1720","G","mid-latitude desert"
0,-2.649853798,0,0,-0.224612524,-1.180508229,0,0,0,0,0,"index_1721","J","Humid subtropical"
0,0,4.556632184,-0.117848701,0,-2.183554437,-0.75249616,-2.296509675,0,0,0,"index_1722","F","Subtropical steppe"
0,-4.849444945,5.054623168,-10.33763454,0,0,0,-0.596791464,0,-4.53510129,0,"index_1723","J","Humid continental b"
0.982468332,0,0,0,0,0,-0.39993525,-1.222891596,-6.854561381,0,-4.537937917,"index_1724","A","Humid subtropical"
0,0,0,0,-0.620260274,0,-0.220441021,0,0,0,-3.440824118,"index_1725","I","Equatorial rainforest"
0,-2.688661254,4.910967306,-6.747235727,-0.14218591,0,0,0,0,0,0,"index_1726","G","Humid continental b"
0,-2.520957606,0,-7.154656869,0,-4.736944557,0,-1.797035106,0,0,-1.281410361,"index_1727","J","Humid subtropical"
0,0,0,0,-1.007665362,-2.492184039,0,0,-0.22295244,-0.346133424,0,"index_1728","H","Sub-arctic"
0,-1.74712416,4.229257344,-0.072743542,0,0,-0.072395439,0,-4.469427198,-4.462592223,0,"index_1729","B","Humid continental a"
0,0,4.537374841,0,0,-3.126313904,-0.250100599,0,0,0,0,"index_1730","H","Subtropical steppe"
0,0,6.002492827,0,-0.65323092,-1.589442452,-0.148444989,0,-2.7055572,0,0,"index_1731","J","Mid-latitude steppe"
0,0,0,0,0,-4.831267947,0,-0.140278832,-0.584354514,-0.453018429,0,"index_1732","B","mid-latitude desert"
0,-2.920120008,0,0,0,-3.569820895,0,-1.860921388,-3.698660476,0,0,"index_1733","B","Sub-arctic"
0,0,0,0,0,0,-0.102553019,-1.779611575,-0.602274355,0,-8.304480352,"index_1734","F","Humid continental a"
0,0,0,0,0,-4.217574528,0,0,0,-3.592483414,-7.823042597,"index_1735","H","Humid subtropical"
0,-5.519686163,0,0,0,0,-0.265636568,0,0,0,0,"index_1736","D","Sub-arctic"
0,0,0,0,0,0,0,-0.4055022,-0.047467447,-0.436514126,0,"index_1737","F","Mediterranean b"
0,-5.061401569,0,-4.837449125,0,0,0,-1.442756633,0,0,0,"index_1738","C","Humid subtropical"
0,-1.124300022,0,0,0,0,0,-1.872537076,0,0,0,"index_1739","B","Humid subtropical"
0,-2.563923003,0,-0.088938378,0,0,-0.487906761,-0.612977478,-0.710988056,-0.422367582,-2.459991496,"index_1740","H","Humid subtropical"
0.565456545,-0.583735676,0,0,0,0,0,-0.242170598,0,0,0,"index_1741","G","mid-latitude desert"
0.733880635,-2.935365794,0,0,0,-1.813198914,0,0,-7.047259692,0,-2.191053519,"index_1742","D","mid-latitude desert"
0,-2.982489133,0,-0.916217834,0,-20.5043158,-0.270579831,-2.011925328,-4.439782324,-3.548977973,0,"index_1743","C","Sub-arctic"
1.012807615,-4.757788026,0,0,0,0,-0.869103633,-0.153964572,-0.382257967,-0.153287718,0,"index_1744","C","Humid continental b"
0.883981412,-2.163956118,0,0,0,-0.702132345,0,-2.464937145,-0.200550101,0,0,"index_1745","I","Sub-arctic"
0,-2.325288605,4.92637318,0,0,0,0,0,0,-0.389358977,-0.577425657,"index_1746","F","mid-latitude desert"
0,0,0,-0.033130722,0,0,0,0,-8.115859421,0,0,"index_1747","D","mid-latitude desert"
0,0,5.96353944,-0.070582843,0,0,0,0,-0.286425736,0,0,"index_1748","D","Subtropical steppe"
0,-2.386517491,5.922892428,0,0,-4.019163505,-0.699336872,0,-6.819525324,0,0,"index_1749","H","Sub-arctic"
0,-4.545831402,0,0,0,-3.680697643,0,0,0,0,0,"index_1750","H","Mediterranean b"
0,-1.637444438,0,0,0,0,-0.668470188,0,0,-0.232175147,0,"index_1751","I","Humid continental a"
0,-2.893786377,0,-0.080237213,-0.743900196,0,-0.284703439,0,-0.450553036,0,-2.388802031,"index_1752","J","Humid continental b"
0,0,0,0,0,0,0,0,-2.379463587,-0.191974618,0,"index_1753","I","Humid continental b"
1.007067751,-2.993576978,0,0,0,0,-0.925692553,0,-0.113429891,0,0,"index_1754","H","Sub-arctic"
0,0,0,0,0,0,0,-1.367222828,0,0,-4.330258885,"index_1755","C","Subtropical dessert"
0,0,5.198547501,0,0,0,0,-0.17723033,0,-0.430226773,0,"index_1756","C","Humid subtropical"
0,-5.158787046,0,0,0,0,0,-2.203584174,0,0,-3.037417152,"index_1757","A","Humid subtropical"
1.385287794,0,5.965233066,-0.002160699,0,0,0,0,0,0,-7.813602641,"index_1758","F","Mediterranean b"
